Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,Year,Month,WeekofYear,YearMonth,NumMosquitos,Coord,dist_spray,sprayed
2007-07-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,7,27,2007-07,28,"(41.682587, -87.707973)",5349.474058928118,0
2007-07-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,7,27,2007-07,4,"(41.682587, -87.707973)",5349.474058928118,0
2007-07-11,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,7,28,2007-07,29,"(41.682587, -87.707973)",5349.474058928118,0
2007-07-11,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,7,28,2007-07,189,"(41.682587, -87.707973)",5349.474058928118,0
2007-07-11,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,7,28,2007-07,27,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,26,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,53,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,28,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,200,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,31,2007-08,20,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,32,2007-08,22,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,32,2007-08,29,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,32,2007-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,33,2007-08,79,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,33,2007-08,39,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,2007,8,33,2007-08,30,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,33,2007-08,4,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-22,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,34,2007-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-22,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,34,2007-08,7,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,34,2007-08,5,"(41.682587, -87.707973)",5349.474058928118,0
2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,8,34,2007-08,8,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,36,2007-09,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,36,2007-09,5,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,37,2007-09,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,37,2007-09,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,38,2007-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,38,2007-09,2,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX TERRITANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,38,2007-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,39,2007-09,4,"(41.682587, -87.707973)",5349.474058928118,0
2007-09-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,9,39,2007-09,8,"(41.682587, -87.707973)",5349.474058928118,0
2007-10-04,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,10,40,2007-10,7,"(41.682587, -87.707973)",5349.474058928118,0
2007-10-04,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2007,10,40,2007-10,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,23,2009-06,2,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,23,2009-06,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,23,2009-06,5,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,23,2009-06,1,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,24,2009-06,2,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,24,2009-06,2,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,25,2009-06,12,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,25,2009-06,8,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-26,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,26,2009-06,4,"(41.682587, -87.707973)",5349.474058928118,0
2009-06-26,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,6,26,2009-06,1,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-06,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,28,2009-07,5,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-06,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,28,2009-07,6,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-10,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,28,2009-07,50,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,18,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,9,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-17,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-17,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,47,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-17,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,29,2009-07,4,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-27,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,5,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-27,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,223,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-27,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,6,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-31,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,6,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-31,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,13,"(41.682587, -87.707973)",5349.474058928118,0
2009-07-31,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,7,31,2009-07,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,8,32,2009-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2009-08-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,8,32,2009-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2009-08-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,8,33,2009-08,1,"(41.682587, -87.707973)",5349.474058928118,0
2009-08-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,8,33,2009-08,10,"(41.682587, -87.707973)",5349.474058928118,0
2009-08-13,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,8,33,2009-08,1,"(41.682587, -87.707973)",5349.474058928118,0
2009-09-14,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,2009,9,38,2009-09,9,"(41.682587, -87.707973)",5349.474058928118,0
2009-09-14,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,9,38,2009-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2009-09-17,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,9,38,2009-09,5,"(41.682587, -87.707973)",5349.474058928118,0
2009-09-25,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,9,39,2009-09,3,"(41.682587, -87.707973)",5349.474058928118,0
2009-10-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,10,40,2009-10,6,"(41.682587, -87.707973)",5349.474058928118,0
2009-10-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2009,10,40,2009-10,2,"(41.682587, -87.707973)",5349.474058928118,0
2011-06-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,6,25,2011-06,2,"(41.682587, -87.707973)",5349.474058928118,0
2011-06-30,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,6,26,2011-06,3,"(41.682587, -87.707973)",5349.474058928118,0
2011-07-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,7,28,2011-07,8,"(41.682587, -87.707973)",5349.474058928118,0
2011-07-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,7,28,2011-07,1,"(41.682587, -87.707973)",5349.474058928118,0
2011-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,7,30,2011-07,5,"(41.682587, -87.707973)",5349.474058928118,0
2011-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,7,30,2011-07,5,"(41.682587, -87.707973)",5349.474058928118,0
2011-08-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,8,31,2011-08,2,"(41.682587, -87.707973)",5349.474058928118,0
2011-08-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,8,31,2011-08,13,"(41.682587, -87.707973)",5349.474058928118,0
2011-08-26,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,8,34,2011-08,3,"(41.682587, -87.707973)",5349.474058928118,0
2011-09-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,2011,9,35,2011-09,13,"(41.682587, -87.707973)",5349.474058928118,0
2011-09-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,9,37,2011-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2011-09-16,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,9,37,2011-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2011-09-23,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,9,38,2011-09,2,"(41.682587, -87.707973)",5349.474058928118,0
2011-09-23,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2011,9,38,2011-09,1,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-07,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,23,2013-06,6,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-14,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,24,2013-06,19,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-14,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,24,2013-06,40,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-21,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,25,2013-06,10,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-21,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,25,2013-06,14,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-28,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,26,2013-06,206,"(41.682587, -87.707973)",5349.474058928118,0
2013-06-28,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,6,26,2013-06,41,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-08,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,28,2013-07,28,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,28,2013-07,129,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,28,2013-07,39,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-12,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,2013,7,28,2013-07,36,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,29,2013-07,40,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,29,2013-07,10,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,30,2013-07,22,"(41.682587, -87.707973)",5349.474058928118,0
2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,7,30,2013-07,3,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,31,2013-08,25,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,31,2013-08,92,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,31,2013-08,16,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-08,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,32,2013-08,16,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-08,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,32,2013-08,28,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-08,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,2013,8,32,2013-08,98,"(41.682587, -87.707973)",5349.474058928118,0
2013-08-08,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2013,8,32,2013-08,12,"(41.682587, -87.707973)",5349.474058928118,0
